business_id,name,stars,latitude,longitude,cuisine,neighborhood
X3uNEXlRhtKnArhxSGrBIQ,Einstein Bros Bagels,2.5,33.9192660074,-84.3519888651,Breakfast & Brunch,Perimeter Center
cEC3lx06tjhMOAomZnD1Sw,Six Feet Under Pub & Fish House- Westside,3.5,33.7832615,-84.4097527,Mexican,Home Park
x9zIPJsBI6d2y4Lg7o5Sxw,Brooke Lynn's Own Sticks & Cones,2.0,33.8128224,-84.3725843,Other,Buckhead
QHhSs3JJ2k9tJufA4QUtYw,Barcelona Westside Ironworks,4.0,33.7845225,-84.4113741,Tapas/Small Plates,Home Park
ZLQg_XkJT4gIBvEC0JZzPw,Boneheads,2.5,33.7931066,-84.3970028,Seafood,Atlantic Station
3wU07XpOO0LXaOKfID9u8Q,Burgerfan,4.5,33.845803,-84.374489,Burgers,Buckhead
vbBkOn0ie5s5BCKMnWavNA,Arden's Garden,4.0,33.7789050916,-84.4091989023,Other,Marietta Street Artery
qHNfi8exkBnwNovAD8zCTA,Bellina Alimentari,4.0,33.772601,-84.365541,Italian,Old Fourth Ward
vYVxraVq4_aEk5LG6UtUeA,Atlanta Food Rave,2.0,33.8424902,-84.3808281,American (New),Buckhead
b4L1LiRi2aBZP4ivpKqiQA,Willy's Mexicana Grill,3.0,33.750868,-84.385519,Mexican,Downtown Atlanta
BtmHsKPUbZ4tsOiPXB_P5w,Upper Room,4.5,33.8547178196,-84.3582501858,Filipino,Buckhead
O4RxA_zCFBHd_2mrERSiNQ,Nino's Italian Restaurant,4.0,33.8100563,-84.3596064,Italian,Morningside-Lenox Park
N-MvJTmnmrwgaDm7lTlaRg,Doc Green's,3.0,33.874184,-84.3809502,Fast Food,East Chastain Park
AQtWCfm2Leuxe6bOJY9lwA,South Of Philly,4.0,33.886257,-84.265582,Southern,Other
Xf4H2MLOuNB5DNOciTSbeQ,The Bayou Boil,4.0,33.8908634396,-84.2849552259,Cajun/Creole,Other
R0HU9EyJwJVC_X5eqbAhXg,Ocean Market Downtown,4.5,33.7678527832,-84.3848724365,Cafes,SoNo
4k01_QHxHKqHDJPBIsZ1Qg,Andiamo,3.0,33.6597358,-84.4247076,Italian,Other
XrNvDpIFeBgjKhsAEnXNEA,Venue Restaurant & Tapas Bar,2.0,33.764322,-84.3882896,American (New),Hotel District
KgCm-vYEVwSszwr1DN5dbQ,Buena Vida Tapas & Sol,4.5,33.7699711,-84.3637853,Tapas Bars,Old Fourth Ward
y9z9P4WqeiKB06LwXVDF1g,The Healthy Nut,3.5,33.7476898,-84.3880433,Other,South Downtown
JX8iIfghhDC7Pxmwo8eDsA,The Panache- Panache Bistro,4.0,33.6669113,-84.5490622,Breakfast & Brunch,Cliftondale
tS13T1HbN5oK7oHZvLRJNQ,Loveland Barbecue,2.0,33.68578,-84.31066,Barbeque,Other
3WXRAUqcoOObKNA_EuN-5A,Southern Art,3.5,33.8456535,-84.3683289,Breakfast & Brunch,Buckhead
bPbEZDjwuL2MTl5nU1zDKw,PONKO Chicken,4.5,33.87010693,-84.3792929484,Chicken Shop,Buckhead
L6uAHpKBDCVdhtbpE-1e2g,Your Pie,4.0,33.927838,-84.3438787,Sandwiches,Perimeter Center
QKHR_5CtPSDBWnK42R9qWw,Holy Taco,3.5,33.7403595,-84.344633,Mexican,East Atlanta
FwQ0ZiiAmGWqiayuOduB2A,The Brickery Grill & Bar,4.0,33.9224516,-84.378782,American (Traditional),Other
NacNR1VZmeMoXb-w-flpmA,Yoreka,3.0,33.9071396,-84.3787078,Other,Other
5aa3Jowr6FDGHNWVB3ksiA,AMC Dine-In Buckhead 6,2.5,33.847423,-84.370905,American (Traditional),Buckhead
9wcxl7yNHPQV9uBlaTVeBQ,The New York Pizzeria,3.5,33.8863022,-84.2564258,Salad,Other
bSmQbw5A-WA0TtmFc1NTpQ,Big Dave's Cheesesteaks,4.0,33.9427112,-84.2714165,Burgers,Other
LfMMRiSRrawjIJJMfvqwRQ,Grant Park Market,4.0,33.7465954865,-84.3708385457,Cafes,Grant Park
2WwVEbiqlD3Imvki6c81sw,Canyons Burger Company,3.0,33.856701,-84.344077,Burgers,Other
-wQvdnS7RnsDUHiqbB2UQw,Hunky Dory,4.0,33.7561017,-84.3898501,Sandwiches,Fairlie-Poplar
yNRCLu9ESXu9M9R-nO_fEQ,Ruby Chow's,4.5,33.771632,-84.368128,Sushi Bars,Old Fourth Ward
yxN-Pk6682o_1NniwawmDw,285 West Soul Food Restaurant,3.5,33.753072,-84.474417,Southern,Harland Terrace
ln4ZyVGWxYJYo01HMRUFxw,Oasis International Restaurant,4.0,33.8565284532,-84.3129626342,Greek,Other
Jtt-W-mSOJ6igRGjxHZZ7Q,Marcello's Pizza & Subs,3.5,33.8546696,-84.3822133,Italian,Buckhead
biO06iPsfMaH_tLHbFbgfw,Piccadilly,3.0,33.801949,-84.4131977,American (Traditional),Berkeley Park
hAiAmwjGhNMvGeDcyWz4MQ,Canton Chopsticks Chinese,2.5,33.8072777,-84.4122807,Chinese,Buckhead
_NGmsNoCwoHR2rA6o_jwUQ,Pino Gelato,2.5,33.641383,-84.444675,Other,Other
_NGqbwddNHgpIyPxuSfSnw,Members Only Lounge,2.5,33.7639435,-84.3828292,Other,SoNo
HRHOo6uetgysoo7Y4KLzaw,Cacao Atlanta Chocolate,3.0,33.7831164804,-84.3546142896,Other,Virginia-Highland
wCuP-IXg-306fFumyBEDvg,Sean's Harvest Market Uptown,3.5,33.7971485492,-84.3883979665,Sandwiches,Midtown Atlanta
UArrtEE2cqje1VxN0FoMAQ,Hans,4.0,33.7770158,-84.4743865,Chinese,Brookview Heights
aPxp6N3G3I1qwxIc5x_jRA,Everybody's Pizza,3.0,33.7880507,-84.3257518,Pizza,Emory Village
KY3aMd1vxgfCkvoEQK6LRQ,Casa Blanca Restaurant,3.5,33.9292749,-84.2672617,Other,Other
7Zb6mF9iqNgYiwS4Yxvarg,Calavino's Soul Kitchen,4.5,33.739952,-84.345901,Soul Food,East Atlanta
4ZONypkdmwsBIMz3znx9OQ,Belgian Beer Cafe,3.5,33.6379858267,-84.4198807329,Belgian,Other
1rYFsPvd8PZz0PkZAK-ozQ,Peachtree Package Store,1.5,33.7625252,-84.3880022,Other,Hotel District
OZRpwLXpttHNMEELrQGm5w,Juice Bar,4.0,33.8148191,-84.3097198,Vegetarian,Toco Hills
BX7JKFxPYnqAlPHbKAeKwA,Cheesesteak Place,3.5,33.796156,-84.371126,Sandwiches,Piedmont Heights
-R6XULkK1qQvQW2jE6RPHA,Georgia International Convention Center,4.0,33.6456339,-84.4576299,Other,Other
MeQegzmVVKNuu-ojlszjRQ,Ribalta,4.0,33.7834506372,-84.3841707571,Pizza,Midtown Atlanta
nFvHaXJReMmAXDQP3rM_HQ,Checkers,3.0,33.845214,-84.360969,Burgers,Buckhead
3qySFB1GVdOu-4oKJsXlXg,Sufi's,4.0,33.8044267992,-84.3938229511,Persian/Iranian,Ardmore
03wKypxs-ZXXCFBYQiM1eQ,Pipiolo Mexican Cafe,4.5,33.755,-84.5447222,Tex-Mex,Other
3zcj86yNYOu3DbmuVoy9rQ,Checkers,2.5,33.6408209597,-84.4361463189,Burgers,Other
cGktaWAY97T-4cOUPWftxw,McCoughtry's,4.5,33.749707,-84.3993691,Other,Downtown Atlanta
ofJkkF9CpfBtZdnopzxJBg,The Tenth Thai Cuisine & Lounge,3.0,33.7817676,-84.3829507,Thai,Midtown Atlanta
xHQGSNau3Ib01qksbGeSug,Le French Quarter Cafe,4.5,33.7556237537,-84.3898701668,French,Fairlie-Poplar
tve3YID3nTGMGSe6gnRqww,Your Vitamin Lady,4.5,33.7558047,-84.3746364,Other,Sweet Auburn
dGhSeJov0GlxFJVr1uwj7w,F.R.O.G.S. Cantina,3.0,33.780195,-84.368189,Mexican,Midtown Atlanta
oIrLGMEloay2dOnlmK1Fzw,Don Quixote,4.0,33.9087861,-84.2655288,Korean,Other
CJnTetBWUuDS_9Rnmn18ow,Chirori - Yakitori & Kushikatsu,4.5,33.786349,-84.398576,Sushi Bars,Home Park
2V_HCjysh3FxDjcDsyCqkw,One Eared Stag,3.5,33.7571779,-84.3541609,American (New),Inman Park
MaIMxWff_Qn8b2PalLdkYw,Kroger,3.5,33.8225260223,-84.3660154259,Other,Buckhead
hfEFs_6-wa8zfnZCzdMkKw,Nordstrom Ebar Artisan Coffee,4.0,33.85282,-84.3622556,Other,Buckhead
hWEKRaUpN0K3DBzlXbkqiA,Sunshine's Seafood Market,3.5,33.705946,-84.4574898,Other,Other
QO9ef69Fexf0Mb1CZQopbg,Proscenium Cafe and Market,4.0,33.7864313,-84.3837324,Asian Fusion,Midtown Atlanta
_tv2AIPBuju7ucwlHzoohQ,Wendy's,2.0,33.885148,-84.472448,Fast Food,Other
TD7VX4o83TRVlc-c2MtCZA,Island Cuisine,4.0,33.6044318,-84.4712122,Caribbean,Other
CoRgnmi1VShDd5cxprPwzg,Social Vinings,3.0,33.8649118,-84.472673,American (New),Other
WvE0fx_ZhtuDlNiVjG3-Tg,Woody's CheeseSteaks,4.5,33.8415018,-84.3803656,Cheesesteaks,Buckhead
d-g7N-eUNJ4LGS-55olHLQ,Ellis St Cafe,5.0,33.7580801,-84.3829312,Breakfast & Brunch,Peachtree Center
8HSc6oI5S9RxayIssedWtA,Fan T'Asia,4.0,33.887265,-84.470586,Chinese,Cumberland
LzhCecJvRIwTLptntb-teg,McCormick & Schmick's Seafood & Steaks,3.0,33.7579451032,-84.3938747,American (Traditional),Centennial Park District
yXvN6iWkH9IHHMRGgtSFuw,Which Wich,3.5,33.8008889,-84.328849,Sandwiches,Other
JnYiqY0vdzr0qHXK72g0_g,Hyatt House Atlanta/Downtown,3.0,33.7647622,-84.3970334,Comfort Food,Downtown Atlanta
MHzgYf6Ypn4zAGxaddnuSA,Heineken Bar and Grill,1.5,33.64,-84.44,American (New),Other
k5yZ-JCNO56dpiX07HCuXw,American Roadhouse,3.5,33.7497494,-84.3787824,Burgers,Sweet Auburn
OqKJWRvokptc1fU3u0J-RQ,Happy Sumo 2,3.0,33.934529326,-84.3498796259,Sushi Bars,Perimeter Center
BpvYP3p4dMiqqEyplN9OmQ,Amara,4.5,33.7615958507,-84.3602086527,American (New),Inman Park
FBOb4_8aF-9iB33T_TDLZg,Ali Baba Cafe,4.0,33.7558448,-84.3895717,Turkish,Fairlie-Poplar
3d2iOH3FyJXUtJMpNd4BFg,Three on the Tree,3.5,33.872655,-84.378703,Other,Buckhead
8Hpl8in3MMIHx5OSnpWk4A,Bone Lick,3.5,33.7541671,-84.376896,Barbeque,Sweet Auburn
Q59hXrae02m3p8c69_rVdQ,Flying Biscuit Café - Toco Hills,3.0,33.8148984133,-84.3123040811,American (New),Toco Hills
rLofkyIeDctiJs73xyzkaQ,Coaxum's Seafood Spot,3.5,33.9209175333,-84.2801263838,Caribbean,Other
hmrRb7qX3K705MuxHHfgNA,Cafe Intermezzo - Midtown,3.5,33.7833110141,-84.3835566221,Cafes,Midtown Atlanta
CQSI-17jFTzKFacvut3Geg,Adalina,4.0,33.8671166,-84.4498383,Italian,Paces
5hrvvAGs9i6UiSQBsrTmlg,Harold's Chicken & Ice Bar,3.0,33.7541788,-84.376198,Sandwiches,Sweet Auburn
numS2ZaH3wdtOuyvyYAKZw,Kale Me Crazy,4.5,33.81522443,-84.31212911,Salad,Toco Hills
q9AVhmfXfFgIhL6nZgr9ZQ,Zuffy's Place,3.5,33.8364186,-84.3359735,Other,Other
0ZNXgXXRhTeWDu_AuYdwog,Duck Donuts,4.5,33.8140729,-84.3098686,Breakfast & Brunch,Toco Hills
3ImDM1sOSRKYnWpZdrSj2w,Kendall's Corner Cafe,4.0,33.705871,-84.3783119,American (New),Lakewood Heights
f34tcb2I7H_mY3K2fYfG7g,Coach's Corner,2.5,33.6422788619,-84.436001807,Other,Other
PM0ZIu1aYg1kGv9etcKmzA,Jimmy John's,3.0,33.76432,-84.3882896,Sandwiches,Hotel District
icl0JhlyYJe3trtWj7nkBQ,Smoothie King,2.0,33.82799,-84.3316,Other,Other
-W-BxPvrYwYyMgOtBQnXVg,Topgolf,3.5,33.7989239,-84.4280931,American (New),Blandtown
tvbzYQdvn3py_kqmQXs_Zg,Return To Eden,4.0,33.8187641405,-84.3495363849,Vegetarian,Lindridge-Martin Manor
EE-Co8DEeclMWHa6m7hBpw,Pittypat's Porch Restaurant,3.5,33.7598559,-84.3884047,Southern,Peachtree Center
36GHjAE6JL1si4BBIHpjmA,Genki Noodles and Sushi,3.5,33.7829497,-84.3547549,Japanese,Virginia-Highland
lHBvfOmMimjVfkOSLwssWw,Wall Street Deli,2.0,33.9170982,-84.3558686,Sandwiches,Perimeter Center
8Sur3oBKyht2J_PKyDtWyw,Talat Market,4.5,33.731809,-84.383981,Pop-Up Restaurants,Summerhill
jReE0Ul_Rdk4X3YrMv3H7w,Garden & Gun Club,4.0,33.888977,-84.4680844,American (New),Cumberland
HUb2LDx_nrja3-QEBJF0Uw,QuikTrip,4.5,33.7999846144,-84.4162537,Fast Food,Buckhead
6a3EmCx1WGt1A0NUUyJt5Q,Repast,3.5,33.771687,-84.36837,American (New),Old Fourth Ward
K10Bdyt8gtwXNOoj87ZvuQ,Saltyard,4.0,33.804813,-84.394134,Tapas Bars,Ardmore
isfkOknZLWKi1v4vk7J_0A,Shane's Rib Shack,3.5,33.9279,-84.344142,Fast Food,Perimeter Center
YHGCV5G1-5xkx0iIUI2amQ,Starbucks,3.0,33.918174,-84.350779,Other,Perimeter Center
39eXwo6aK-a6aQcXMszY1A,Chicken Salad Chick,4.5,33.8648916114,-84.4701762013,Chicken Shop,Other
pRe-3c-yyrwhNmDffjr_TQ,Parkwoods,3.5,33.920916,-84.3377913,American (Traditional),Perimeter Center
9eLuEnsIZj9mTlRBSg-y-Q,Sunshine Alchemy,5.0,33.9025669,-84.2542195,Vegan,Other
-0d5juVzvVE5Ln86QGt5iA,oAK Atlanta,3.0,33.7644714947,-84.3878762797,Other,Hotel District
r3AMpLAZSjmyjB_J9N8SJw,H&F Burger,1.5,33.889622,-84.4679054,Burgers,Cumberland
oaMc2ZBWzJEI3qvOso9jdA,Xocolatl Small Batch Chocolate,4.5,33.7571089,-84.36384,Other,Inman Park
e0rUVB3QuktBGMwkkYOyHQ,The Blind Pig Parlour Bar,4.0,33.8424946,-84.3830755,Barbeque,Buckhead
EYK5tNSAzQ1eoMQvh3Ltiw,Blu Cantina,2.5,33.7475854439,-84.4016255909,Mexican,Downtown Atlanta
B7-R8gO_jKnXEvlY3CdBqg,Biltong Bar,4.0,33.773052,-84.365341,African,Old Fourth Ward
UmNWvb8wx8CMlnjwcyZJ8Q,Kale Me Crazy,3.5,33.86760863,-84.33579202,Vegan,Other
YAK8dq4M3beQ50fqQtF5AA,Hikaru Ramen Noodle Bar,4.5,33.903285,-84.4604592,Japanese,Cumberland
iVoLcEbi8AiiCDae2Hg1hA,Gekko Sushi,3.5,33.7713659354,-84.3678979312,Sushi Bars,Old Fourth Ward
oGshUJhbJsjsnaQZXJaDNA,Waikikie Hawaiian BBQ,4.0,33.816665,-84.335219,Barbeque,Lavista Park
mv1n9caRtL2bmfnOa5U69Q,Sports & Social,2.5,33.889773,-84.469588,American (Traditional),Cumberland
gdLn9S6fLok0IbeKW2Wg0Q,Moe's Southwest Grill,3.0,33.7984027764,-84.3706968466,Mexican,Piedmont Heights
7Gub6fxNR1kkPp2MKm2ikw,Rí Rá Irish Pub,3.5,33.7841630885,-84.3842661234,Irish,Midtown Atlanta
Nxm-o8Fisjj6Cal--1krog,Goldbergs Fine Foods - West Paces,3.5,33.8479419289,-84.4288173005,Delis,Buckhead
QKdj8PFDEbxfgQ67oq8jZA,Cafe Pharr Out,4.0,33.7757369,-84.3869074,Sandwiches,Midtown Atlanta
fmIIA0EHEpU7FSoEHrioEw,Domino's Pizza,1.5,33.9226065,-84.3794829,Pizza,Other
hIuJ4rtAhavMosZetcRL4g,Chipotle Mexican Grill,2.0,33.8101162,-84.4131588,Fast Food,Buckhead
IOidr6TTOVmGprpnTjnAnA,Brito Supermarket,4.5,33.8368079,-84.3370936,Other,Other
QNYQGTAGsfLDEY-71yuT4A,Extreme Teriyaki Grill Express,4.0,33.8262452966,-84.366138652,Japanese,Buckhead
UKVjmAS-fKlRgJNi5K5hAQ,Zhaddy's Cafe,2.5,33.7622202,-84.3596546,Cafes,Inman Park
z-peONCHMP7E_84Pt_KnYg,Batter Cookie Dough Counter,3.5,33.77222,-84.36607,Other,Old Fourth Ward
1y__icScQhe5fHyImfalEg,Gyro Bros,3.5,33.764791,-84.388338,Greek,Hotel District
MABIlYOIvNN9Wml5PbiAJg,Holiday Inn Atlanta-Perimeter/Dunwoody,3.0,33.919376,-84.3168043,Other,North Brookhaven
tLhotmzqldhq6RKduvcFAg,Merkerson's Fish Market,3.5,33.738058,-84.412024,Other,Adair Park
8t_SUCB414vy_b8vqObNGg,KarmaFarm,4.5,33.815334,-84.390599,Gluten-Free,Buckhead
PcZ09_Hm_PLgPIF1YJaAyA,diAmano Chocolate,5.0,33.9197852,-84.3526934,Other,Perimeter Center
V85frfco-Op6RnF5wWXoSg,Publix,3.5,33.8482184,-84.4278523,Other,Buckhead
n20rQSzceONC3eQRnprmhQ,Arepa Grill,5.0,33.864933,-84.308241,Latin American,Other
WhJMvCe5g7Imkmv0tcDpmA,Chuck E. Cheese,3.0,33.8805788,-84.4746899,Pizza,Other
9yoVzC9qgUU6bM3tVdEggA,Moondogs,3.5,33.840803,-84.375263,American (New),Buckhead
dDcv94HWGG3j9UqcHFKqeg,Burger King,1.5,33.8284428374,-84.3305357153,Burgers,Other
0AKsn04EfoIQDKuNdRSKHw,The Varsity,2.0,33.6404736361,-84.4324958897,Burgers,Other
D4-n7V1BqYLTogPE2g-CJw,18.21 Bitters,4.5,33.773091,-84.365875,Other,Old Fourth Ward
3Kemz7Br44ATHF1DDynVAQ,Jersey Mike's Subs,3.5,33.83842,-84.481337,Delis,Other
EoaaiBJGm-dBcbRbJkXoPQ,Yogli Mogli,3.5,33.7933047809,-84.3954516772,Other,Atlantic Station
RI0n0gCd5u-t1IoXPNmaIg,The Cheesecake Factory,3.0,33.9241702075,-84.3392469334,Seafood,Perimeter Center
ZMEZgMF9FkgR9yl_RJkWfQ,Fellini's Pizza,4.0,33.773584,-84.357644,Pizza,Poncey-Highland
ljf--MOP6qndAWVqdb388g,Little Bacch,3.5,33.7867097,-84.4122025,American (Traditional),Blandtown
mhNMcgcqOcYDS2cqnIunQw,Monsoon Masala kitchen & sweets,4.0,33.8586213,-84.3090844,Bangladeshi,Other
8W7BmDxRUyrqTZwMYdVwVw,Gordon Biersch Brewery Restaurant,3.5,33.8438727741,-84.3732048841,American (New),Buckhead
fP2H84-3Nj2lXtALMQGHkg,Boston Market,2.5,33.903494,-84.460491,Comfort Food,Cumberland
e3rWN-ctvHT2AoknqGPlQQ,Pizza Hut,2.0,33.7553187,-84.3805925,Italian,Hotel District
4H4oifLfSK4n-Pb_SKeW9Q,Mama Fu's Noodle House,1.5,33.8140644,-84.3090915,Chinese,Toco Hills
ERVKNes7rXoQg4J0gWhMdg,Forza Storico,4.0,33.7866185,-84.4121244,Italian,Blandtown
6a2fKskm6wd3MjkI2z5rsA,Midtown Butcher Shoppe,4.5,33.7811518,-84.3686048,Other,Midtown Atlanta
vu8CujT0Di8LoYQzzZlO9g,Messyburger,4.5,33.7578272728,-84.3651992083,Burgers,Old Fourth Ward
Hrq_sWq-WwE_C2HviDeO1A,Live Edge Restaurant & Bar,4.0,33.7336284,-84.4371002,Tapas Bars,West End
DIv8siid30N5F_A15e6WAQ,Three Taverns Craft Beers,3.5,33.642167959,-84.4390946157,American (New),Other
5OBG_iICJgbrQ7Q_mcKU5g,Martini's at the Westin,2.5,33.62757,-84.457243,American (Traditional),Other
44F7i71T_XmWtu_UBv75hQ,Island Chef Cafe,3.0,33.9025669,-84.2542195,Caribbean,Other
lM0eu5CFEQ5pEDKhR3UFRw,Olives Waterside,3.0,33.9031712,-84.4351403,Other,Other
5H2Vd9pYSdeU340ge5mFXA,El Torero Mexican Restaurant,3.5,33.9000467,-84.299608,Mexican,Other
k4-9x7YKkBHrrAr0YYqTBA,Cajun Crabhouse,2.5,33.6669029,-84.5494671,Cajun/Creole,Cliftondale
wX0zqboWBFpCCVfN2CmO-A,Natural's,3.0,33.757881,-84.394613,Other,Centennial Park District
l0y-uYCnkHV_KN86gT-hPQ,Pho Kitchen,4.0,33.814729,-84.3910812,Vietnamese,Buckhead
cV2rlFFVej0nS62tfHV6UQ,Desi Spice Indian Cuisine,3.5,33.7790046,-84.3670392,Buffets,Midtown Atlanta
