business_id,name,stars,latitude,longitude,cuisine,neighborhood
AKXq3uOcjxSb6aUE_3DixA,The Green Room Actor's Lounge,4.5,33.812304,-84.393374,Other,Buckhead
_DEUmcNcbC9RHfH5kTZMGw,Taqueria Tsunami,3.5,33.8169193,-84.3896165,Asian Fusion,Buckhead
_cxOC-jzriK2zcQj2QxBcw,Embilta Café & Restaurant Ethiopian Cuisine,4.5,33.8126669,-84.3548728,Ethiopian,Lindridge-Martin Manor
2ln-fgb6xCCmJ_CzhoPI_w,Yoi Yoi Japanese Steakhouse & Sushi,4.0,33.8104265,-84.4160075,Sushi Bars,Buckhead
utmZQAdpuUGsT5yOya8dAA,Blue Martini,2.5,33.8475491,-84.3737958,Tapas Bars,Buckhead
tA4gcOwdr1352dmZ6z09Yg,Purple Corkscrew,3.5,33.7876021,-84.3251674,American (New),Emory Village
1nd4Iwol1kwN2isTtBbwDA,Medici,3.0,33.885843,-84.464271,Italian,Cumberland
2T5i_nNQVIMNuCzm7qtVxw,Nyamminz & Jamminz Jamaican Restaurant,4.5,33.7631977,-84.3516188,Caribbean,Inman Park
Ls33vRZjcy0SKke8dEcVtQ,Sam's Club,2.5,33.842734,-84.311239,Other,Other
yAjLh1XP2-SiMRel1z-urQ,Publix,3.0,33.9198631874,-84.3527852744,Other,Perimeter Center
x1Q2K8nbqHerT0IZ0wDhQg,Boogalou,3.0,33.7723821771,-84.3794678897,American (Traditional),Midtown Atlanta
BE2w7p4BSsOTDMoC4Xqctw,Boba Mocha,3.5,33.7553049393,-84.3890966494,Other,Fairlie-Poplar
0u-hZpjnvjxxKTuLsOzf3A,Subway,3.0,33.7145145285,-84.3500888824,Sandwiches,Custer/McDonough/Guice
SSdONoTe5UCJjfJ7ZsoMQg,Madre + Mason,4.0,33.7754326777,-84.3759874965,Vegan,Midtown Atlanta
v7jxMevlILvPkDWubX_Xug,Cuts Steakhouse,3.5,33.7599264,-84.3857822,American (Traditional),Peachtree Center
oagCfgYKmsr6flUYXaziKQ,Gilbert's Mediterranean Cafe,3.5,33.7817784,-84.380113,Mediterranean,Midtown Atlanta
ydEYqBGQXqiMcQI-c2yYvw,Octane Coffee Bar at Emory,4.0,33.7880977,-84.3256955,Other,Emory Village
K6mS-33cXSuAbeyq7QXPRA,Sally's Gluten Free Bakery,5.0,33.8167245,-84.3356715,Gluten-Free,Lavista Park
rsNwKKVGffTMZOtbEW98LQ,Sauced,3.5,33.7548568,-84.3627295,American (New),Inman Park
XsQ_jdoFcHLwqfuayvCL3A,Waffold,3.5,33.7927736,-84.3518195,Sandwiches,Morningside-Lenox Park
IphgSh-qmohpfgzA4Me-9Q,Chevron,2.0,33.7812117,-84.3894801,Other,Midtown Atlanta
5bLec__-RG4Xmtrrkd0bpw,Onyx,4.0,33.845332,-84.3703759,American (New),Buckhead
qPej77sQc9p9uqIMNYhXaA,Cloud 9,2.5,33.9232565,-84.3400292,Other,Perimeter Center
vD3b2volt0NB180B_lwqCQ,Wingnuts,2.5,33.8142167,-84.3345337,Chicken Wings,Woodland Hills
Y6xGZZIQEtwjCkVHL-_GRg,Thai 5 and Sushi Bar,3.5,33.7650783,-84.3499138,Thai,Inman Park
2Wk5KXzGtrOJ71uP_XSaQg,A Little Nauti Food Truck,3.5,33.755711,-84.3883717,Seafood,Hotel District
JTGjHr9ii1TWq0TNLFkiQw,Blossom Tree,4.5,33.7554945955,-84.38910761,Korean,Fairlie-Poplar
ba63FzW8hQ0E0sTtqY6tGw,American Wings & Seafood,3.5,33.7855793498,-84.4903121093,Seafood,Collier Heights
l8p7Jzii0wEfxjYdfcuQ9g,Mykonos Taverna,3.0,33.842635,-84.311766,Greek,Other
bdq65XF1-hTyt6wkrJcKqA,Beyond the Bayou,4.0,33.8922199269,-84.3260765076,Cajun/Creole,North Brookhaven
460qIvlft4y50WLmIBuwJw,Chick-fil-A,3.0,33.8474858,-84.428791,Fast Food,Buckhead
goYyjNH5L3K1UbCpWdemiQ,Kale Me Crazy,3.0,33.7460355,-84.370798,Wraps,Grant Park
-bGYHtDX_F4AdO3e8uwEPw,Publix,3.0,33.818543,-84.349064,Other,Lindridge-Martin Manor
MH15A8iP8JSQRTXvYfqi8w,Grub Burger Bar,4.0,33.8811811088,-84.46009487,Burgers,Cumberland
yR1tWfK232EVAiTv35GUIQ,Eclectic Bistro & Bar,4.0,33.7935121,-84.3722804,Mediterranean,Other
ZKT4K5aAhE3KC6xPG0phYw,Mix'D UP Burgers,3.5,33.7506981161,-84.3095286613,Burgers,East Lake
1zzDD61fbZbgXuuy1I9DKw,TCBY,3.0,33.8280101,-84.3320129,Other,Other
CYrkySxpxvED75qLNnyu-w,Chevron,1.5,33.8495812,-84.4296369,Other,Randall Mill
JDcJkIfucvcG7BElg0iyBw,Lotería Grill,4.0,33.8505701,-84.4290813,Mexican,Randall Mill
Nnx-Rfg2RR7feJkeT6F_dg,Landmark Diner,2.5,33.655888,-84.495059,Diners,Other
G61xj19TPnbzB7oQuoWTgQ,Hottie Hawg's Smokin BBQ,3.5,33.812073,-84.472083,Barbeque,Riverside
Z_6xwKqmB4qa5YKqb9HneQ,Cafe Lapin,3.5,33.8190064384,-84.3869660513,Brasseries,Buckhead
bru2-j7B1DUsfwWf70HI-Q,The Spotted Trotter,4.5,33.7536124552,-84.3353146419,Other,Edgewood
gZ-Nn_7RWBv1FNdPbMTCZQ,Burger Joy,2.5,33.7444797995,-84.3685283314,Burgers,Grant Park
-edNk_JuTyWyp_pBev6j9A,Dynasty Garden,2.5,33.8521138,-84.2535615,Chinese,Northlake
CjlC46uhgTRFIiKR24iZtA,Tip Top Kosher Market,5.0,33.919146,-84.2979522,Other,Other
DYX8d1r4PwAVdRmP2BP9zQ,Thai Restaurant of Sandy Springs,4.0,33.918264,-84.377161,Thai,Other
bGlLTpXnqXJJ6ezxQzop1Q,MARKET Buckhead,3.5,33.847236,-84.366095,Asian Fusion,Buckhead
JYxLnXf29r0IFs5Oo7ERig,Yami Yami Japanese Restaurant,3.0,33.760344501,-84.3862987129,Japanese,Peachtree Center
1husXizAXarRjXNeH2wzLg,J Christopher's,2.5,33.8180685613,-84.3812297657,Soup,Buckhead
Fb07aQm8zDzKYq2iYM8LLw,Doc Green's Gourmet Salads & Grill,2.5,33.7962675419,-84.3976593018,Sandwiches,Midtown
VWuI68p6Ao_ENKaCGRazLA,Jack's Pizza & Wings,3.5,33.7614220974,-84.3651514297,Pizza,Old Fourth Ward
Ms68UEnyLAPTn4QHll6N5g,Crafthall Kitchen,4.0,33.9293624,-84.3484039,Gluten-Free,Perimeter Center
ssK5vKQ_eN0VyGoYKOmkeQ,Qing Mu,3.5,33.838906,-84.378577,Singaporean,Buckhead
jp4ZW-QUugvQ0junQumhcw,Popeyes Louisiana Kitchen,2.5,33.77323514,-84.3708277064,Chicken Wings,Old Fourth Ward
_AOGmXHTdWJ6xaPe4JAcpw,McDonald's,1.5,33.9050102579,-84.4298558682,Burgers,Other
_uowI3eRbHmG_HhV1SD9EQ,Hail Caesar,3.0,33.936899,-84.2752831,Food Stands,Other
KXLAO_XauFtDMoUb-9ziZA,Fellini’s Pizza,4.0,33.765006,-84.333958,Pizza,Candler Park
R2Z5PCn1aLb3Dy90Mw5eFQ,Alluvia,4.0,33.7792437535,-84.3882172555,Mexican,Midtown Atlanta
iAU6ZAnqjebG5nHhUcjpnQ,James Joyce Irish Pub,3.5,33.77563,-84.272293,Irish,Other
XP1BYQjdODV95tjVDH9jmg,Dancing Goats Coffee Bar,4.0,33.780549,-84.386607,Other,Midtown Atlanta
tPwoffJU6LphNhA0-0RJyQ,Jekyll Island Seafood,3.5,33.639249698,-84.4197439575,Seafood,Other
9ZpnIKnMWizZG_r6npI0hg,Healium Center,5.0,33.764,-84.339924,Other,Candler Park
bodM9TsoZIktedqrIwY6mg,Java Cats Cafe,4.5,33.7464953,-84.3742064,Cafes,Grant Park
HFpv-ScPzsKUhnoVcxuPGQ,Atlanta Cupcake Factory,3.5,33.7715073,-84.3527827,Other,Poncey-Highland
C5oEkEmY7nW339m13TqEIA,Wendy's,2.5,33.7527857,-84.4668349,Fast Food,Florida Heights
uUhQsYvCkzCr5sltYws92A,Babette's Cafe,4.0,33.7700112,-84.352256,Breakfast & Brunch,Poncey-Highland
scRuSw2aJxUuiRfkmCDVhA,Five Daughters Bakery,4.5,33.7859263,-84.4119319,Other,Home Park
PEnMU_He_qHoCfdoAKmjDQ,Stockyard Burgers & Bones,4.0,33.8653695026,-84.468733026,Salad,Other
YZ08okMxnfTbndZ3XPcauA,The Hub at Peachtree Center,3.0,33.7602091,-84.3870153,Food Court,Peachtree Center
063wbKoDYS6Xcw_ThKsAgA,Bistro 191,3.0,33.759045,-84.387259,Sandwiches,Peachtree Center
zsQo7e2uZ1mlAMFdEd5OaA,Cake Cafe,3.0,33.7423563,-84.2893776,Other,Other
1FhbuWT8YtAhAvMg5O8JFg,Delightful EATZ,2.5,33.754135,-84.373778,Breakfast & Brunch,Sweet Auburn
3V31ByqLFV_N3TnPJGjLqA,El Ranchero Mexican Restaurant,3.5,33.618768,-84.474047,Mexican,Other
NloU0taxyU4atAGbV4ww9A,FIGO Pasta,3.0,33.9211335134,-84.3501652514,Italian,Perimeter Center
IOLwhRIF2wyhbTJl_J2khw,Breakfast at Barneys,4.5,33.749735,-84.37899,Breakfast & Brunch,Sweet Auburn
KKB3Z3bLDTNY2hBFzuRNEg,STEEL Restaurant & Lounge,3.5,33.780588197,-84.3876914297,Thai,Midtown Atlanta
1G6ItSVKRj1ipHM6lQB2mw,Ca Dao Vietnamese Restaurant,3.5,33.8770045,-84.2930869,Vietnamese,Other
2cWFesrjo0ckh95l5OwThA,My Coffee Shop @ Eastlake,4.5,33.7474574,-84.3063506,American (Traditional),East Lake
yltigKbh1ZLDuIidV3iNQA,"Gigi's Cupcakes of Buckhead, Atlanta",3.0,33.855392,-84.3813347,Other,Buckhead
_PuOtQx5ESbydRrGyqz7mA,J's Mini Hotpot Deluxe,4.0,33.8847048,-84.2879274,Japanese,Other
gpmxiKoupdrZHNHxjpmeDA,QuikTrip,4.0,33.8369178291,-84.3123784507,Fast Food,Other
V6OToDLIwUllf1MbgWw-9w,Hajime,4.0,33.8191873433,-84.349710603,Japanese,Lindridge-Martin Manor
PbeIVrpE0e8RJmtW8NkeHg,Pie Shop,4.0,33.8425054,-84.3789368,Other,Buckhead
8_-uehTSpwXVx6EgEv-_hA,Buckhead Life Restaurant Group,3.0,33.836649,-84.3788054,American (New),Buckhead
taeAsOzWZuJEaJS8bRoNZA,The Cowfish - Atlanta,4.0,33.9240631008,-84.3394522645,Sushi Bars,Perimeter Center
Eb66jhrl0TMS_vTtuGxGYw,Messi's Cafe & Lounge,4.0,33.7883162579,-84.3260238384,Ethiopian,Emory Village
IRNceNHu6_vT3C8fdssvdw,Boston Market,3.5,33.8270174,-84.3298882,Comfort Food,Merry Hills
nXOKB1sEq0tv-Ox54ju43Q,McDonald's,1.0,33.7549173716,-84.3908508765,Fast Food,Five Points
Z2gKr20b7dynse1yyGVbzQ,Marco's Pizza,2.0,33.6555437,-84.494689,Pizza,Other
el6VUmIm395oUSndXU-TRA,Bruster's Real Ice Cream,3.5,33.656203,-84.510073,Other,Princeton Lakes
ll5v-nUVgMsTMUC-MBGRFQ,Joe's On Juniper,3.0,33.7832854,-84.3819875,Chicken Wings,Midtown Atlanta
YB7mBTPgHRSq_MGr2UQ1qA,Pijiu Belly,4.0,33.781325,-84.409632,Korean,Home Park
IuA3VDXyhN1l7pw_XYbP5A,"Gunn Glamour Hair, Makeup, and Bridal",3.5,33.782265,-84.4117678,Other,Home Park
fLuA2DSNOeAmFoGQDlnTRg,Moe's Southwest Grill,2.5,33.7607924,-84.3875076,Mexican,Peachtree Center
syR56VDiJybRIPd4smA0dw,Hudson Grille,3.0,33.8610346503,-84.3398056056,American (Traditional),Other
ZHA_Wk3D9lDMR1bd7QT-9A,Eclipse Di Luna,4.0,33.92485,-84.335579,Tapas/Small Plates,Perimeter Center
MmbmSc77aPWqHLeVwi-v6g,Alon's,4.0,33.7925916,-84.3528494,Cafes,Morningside-Lenox Park
Cs-UYUF3mpSavDD4FELfTw,The Coffee Snobs,3.5,33.7786585043,-84.3971927211,Sandwiches,Georgia Tech
VmujhV_mpJh1TW3CxP1vvQ,Rahim's Seafood,3.0,33.6965107,-84.5349533,Southern,Other
bx14h-2jIEwNClghbMPnWg,Turmeric Atlanta,4.0,33.760597,-84.387363,Indian,Peachtree Center
tivJeaVuRuvcAa27xPDNAA,Its Poppin,2.5,33.8419169,-84.374118,Other,Buckhead
ewCYYROJEk-hbFMxieJqOg,Alfredo's Italian Restaurant,4.0,33.810603,-84.357773,Italian,Morningside-Lenox Park
fNRogWrbYpQAxw_JBvEqrg,Trederick’s Seafood & Grill,4.0,33.7424749,-84.4078896,Seafood,Pittsburgh
l3G5T_CdMX_kwtc-rRG3sA,Baskin-Robbins,1.5,33.9203208415,-84.3814423,Other,Other
TA1KUSCu8GkWP9w0rmElxw,FLIP burger boutique,4.0,33.7983428,-84.4157486,Burgers,Berkeley Park
GmwGTDpzJ8zOPCJyVMrj6A,Heritage Sandy Springs,4.0,33.9221089,-84.3823775,Other,Other
IIjF0uCxkWhD8Rcb1o7x9Q,Rolling Bones Barbecue,3.5,33.75415,-84.37531,Barbeque,Sweet Auburn
Tjgp7DWBwrgMrQE7_5ivZg,Gino's NY Pizza Bar,3.0,33.8083032,-84.3655002,Pizza,Lindridge-Martin Manor
-DISJqPp4zcDVw7R-MOjog,Doc Chey's Dragon Bowl,3.0,33.7882425312,-84.3266436141,Vegetarian,Emory Village
e8B6U6E-wgSJwQ0bgcwMrg,Thai Palate,3.0,33.7722522,-84.3788223,Thai,Midtown Atlanta
ttZRucfe1fcN_DX2ZGZ1Vg,Baraonda Italian Restaurant,3.5,33.773842,-84.384963,Italian,Midtown Atlanta
6w1wb-zGkMBoOasggBodQw,Mighty Meatballs,3.5,33.806309,-84.413184,Sandwiches,Buckhead
Sde_4JNhoMHVHdVvO_y_tA,Cozymeal,5.0,33.7605594,-84.38758,Other,Peachtree Center
D96Ez18HJsdxumqPbsORbA,China Express,3.5,33.725489,-84.511688,Chinese,Other
fPdjBiQAq8CPt7tqBKt8mg,Malone's Steak & Seafood,3.5,33.6585551001,-84.4300308824,Sandwiches,Other
XmjtiJeBmoqmQMU1rDV-Hw,Veni Vidi Vici,4.0,33.7868444,-84.3887958,Italian,Midtown Atlanta
VwM-QyAgE8aBI9nHszyNRg,Don Pollo Bar & Grill,1.5,33.8356457,-84.3363951,Mexican,Other
hyV64Ri_JiLlaASBJiNQDw,Vintage Frozen Custard,3.5,33.7826388,-84.4115507,Other,Home Park
knU6bqY-X9-P76WFhGHWDQ,Viva La Vegan,4.5,33.7206593,-84.4245291,Vegetarian,Oakland City
xjGHzF5LyZyTWtQinHfUWw,Las Tortas Locas,4.0,33.9146926,-84.3788054,Mexican,Other
agwVUNBP7X20J6dZoHXnKg,My Sister's Room,3.0,33.7847399,-84.3847999,American (Traditional),Midtown Atlanta
sFgjWwJk8AYox5X5piztNw,Wendys,2.0,33.6407573778,-84.4364728303,Burgers,Other
rbe6cBtApDk9YXDphP1XHg,Marlow's Tavern,4.0,33.9074061,-84.3797799,Gastropubs,Other
lBLxCfr9BpSYcsQ7llMm0w,J Buffalo Wings,3.5,33.9355067,-84.3792938,Chicken Wings,Other
25dFsxjb3Iy2AzteRCGxbw,Starbucks,3.5,33.851679,-84.360363,Cafes,Buckhead
O8j-r6o9unMLJFVDatqwbg,Wing Depot,4.0,33.6726201,-84.4429666,Chicken Wings,Other
XIGaHK10QSGlmxAMahYebA,Domino's Pizza,2.0,33.8082664,-84.4124536,Chicken Wings,Buckhead
IC6vKiMayiTySHvFLOBcrA,Homer's Cafe @ SSC,4.0,33.8651373063,-84.4814246893,Cafes,Cumberland
NFyDyeQfIKebj5FbHmkB7w,La Hacienda,3.5,33.7792475344,-84.3695475412,Mexican,Midtown Atlanta
EAtNhs_ecwKsZL0qaNPqbQ,La Fonda Latina,4.0,33.764691,-84.333804,Mexican,Candler Park
NuaqGUmcKdPjFfsc-6-XZg,Caribou Coffee,3.5,33.8785909,-84.3801353,Other,Other
ResTVefi8Km1RpTuWkqFvw,The Silver Skillet,3.5,33.7863690464,-84.3940410925,Breakfast & Brunch,Home Park
hEBSnLmzbJwMBbzJRhHuDQ,Miracle II Christmas pop-up,3.0,33.8382922728,-84.3780419603,Tapas Bars,Buckhead
ZW7aI5FO_3q_vSzI4_zx-Q,Sub-Base Sandwich Shoppe/Dandy Donuts,4.5,33.8986886889,-84.3046567217,Breakfast & Brunch,Other
0Zhe2xXHjny9uSNlVquI4w,Atlanta Farmers Market,3.5,33.8636474,-84.3078713,Other,Other
uFsvg6IoLp7zi1Yc9-7lZw,Pasta Amore,4.0,33.8855841,-84.2495966,Italian,Other
AERF2lPN4HJ6RXwwBP1-Ow,Huey's,3.5,33.8048138,-84.3936382,Breakfast & Brunch,Ardmore
wyshR3Fo6Sk3oEGT8uEg_Q,E-Gyu Revolving Sushi BBQ,3.5,33.913049,-84.261051,Sushi Bars,Other
MjWHOe368NvrCVsl_0hBNw,ESPN Zone,2.0,33.838297,-84.381893,American (Traditional),Buckhead
8ApAHHMtfKvRk7ZfMx0P2A,Zaya Mediterranean Cuisine,3.5,33.768832,-84.331259,Mediterranean,Lake Claire
5NuMKr1rIJYOnsgMNvu2dg,Persepolis Persian Cuisine,4.0,33.9307737,-84.3790517,Persian/Iranian,Other
gIz-7JEPSNvoQ8YP9o1xwQ,Garrison's Broiler & Tap,3.5,33.864727,-84.4656637,Seafood,Other
Js20LjuFi5uaRXDVdhx7TQ,Carolyn's Gourmet Cafe,3.5,33.7870711,-84.3873599,Breakfast & Brunch,Midtown Atlanta
3R0TFde14zZt4LgXVYmhiQ,Hooters,2.0,33.7595139,-84.387442,American (Traditional),Peachtree Center
Cy435xsl70lr7QN3n7LAUg,Brother Moto,4.5,33.747044,-84.3653646,Other,Cabbagetown
9G4iXmL8_mEqx5Z2tmpLew,Arcadia,4.0,33.7636311352,-84.3489694968,American (Traditional),Candler Park
s5VvIsEDKfG6FMzU_fDvNw,Harry Bissett's,2.5,33.8372922,-84.3756628,Cajun/Creole,Buckhead
i14zWEwqfXU7jLO7Nm0Vrg,International Cafe,4.0,33.8371513,-84.3364185,Sandwiches,Other
J5RmXyLVirhLAegdakdKRw,Kroger,3.0,33.6871557385,-84.4879089296,Other,Greenbriar
_F7t1ie5c299zxVJwwsd3g,Delbar Middle Eastern,4.5,33.761615,-84.3602065,Persian/Iranian,Inman Park
bJeIuZ5Q1akji6i9uvUERA,Teavana,3.0,33.8468678695,-84.3621446721,Other,Buckhead
J44x_m383C2GWtzj6xG1HA,La Mongerie Bakery & Bistro,3.0,33.7722522,-84.3788223,Breakfast & Brunch,Midtown Atlanta
oOCe8j1W27jD0UDTDLUPGg,Lorena Garcia Tapas Bar,2.0,33.6384360712,-84.43609301,Latin American,Other
ze6ZCJ3UAGlGJaMvpI8lHw,Main Event - Atlanta,2.5,33.878932649,-84.4563368582,African,Cumberland
YVNKIdnIGmHzYG9vU7_pLQ,Applebee's,2.0,33.930526,-84.339533,Burgers,Perimeter Center
-ntCjxc3d26vVojMZBtSAw,LongHorn Steakhouse,3.5,33.817113,-84.310934,Steakhouses,Toco Hills
I4ZxrwVrS0LJt8Kaze201Q,Almadina Certified Halal Market,4.5,33.7395317,-84.3106411,Other,Villages of East Lake
2jjP-NW6SiEAxubnvWW08w,Tierras Alto,2.0,33.7718211,-84.3528175,American (New),Poncey-Highland
49DLlqxLcKeAfZgOiGjcrg,Dragon Express,3.0,33.862099,-84.339229,Chinese,Other
gMVulEfpWnYafS7gwgboGw,Burger Joes,2.0,33.7872968,-84.3924258,Burgers,Home Park
pTfODe7ikaseoGghyxJvgw,Solstice Cafe,4.0,33.7392412,-84.3679322,American (Traditional),Grant Park
jqy4gp-Hysad2AmG_ft8UQ,Starbucks,2.5,33.756643,-84.388567,Other,Fairlie-Poplar
p24FiEVqAZyMItNdn4PLLg,Willy's Mexicana Grill,3.0,33.6408044919,-84.4363045857,Mexican,Other
tSZTPA7uERhWkKq_jbl3Eg,Henri's Bakery & Café,4.0,33.843101134,-84.3807881405,Delis,Buckhead
CaukXeJJGZgPq8mYLuvKwg,Pixels Cafe,4.0,33.753858,-84.3886564,Sandwiches,Five Points
6PLX0UeiErFh9K8ni-xoCA,Poco Pomodoro,4.0,33.7410381357,-84.3467675202,Italian,East Atlanta
rVV5dlPA6N8ds7L7kr4KQA,Dos Amigos,3.0,33.7822608,-84.407828,Mexican,Home Park
wIUMjK1ma77xMYw1UJT5sw,Jimmy John's,3.0,33.7456376,-84.3684567,Sandwiches,Grant Park
1PIr3JYuyWNpgz4KdJeU4Q,Lucky's Burger & Brew,4.0,33.7878948,-84.3262244,American (Traditional),Emory Village
M2v30GR2upnlAuX4rdNzjQ,Sports Scene,2.5,33.633964,-84.453562,American (Traditional),Other
o42vxBSi8Yoo2Ze9vvr-4A,Houlihan's,2.5,33.64,-84.44,American (New),Other
DMC9ZMkDHNQmlhdPDmz-Cw,Olive Bistro Midtown,4.0,33.783727,-84.382422,Mediterranean,Midtown Atlanta
xeFzCC9m0B-cobo8CcL0kA,Today Restaurant,3.5,33.9236099,-84.2512557,Korean,Gwinnett Village
rr4SoOVMQvot1_aO1XmlRg,Flower Child,4.5,33.845701,-84.364875,Vegetarian,Buckhead
tJlVW7Jjl68I2uKVEv3gmA,Charleys Philly Steaks,2.5,33.845394,-84.36131,Cheesesteaks,Buckhead
D91gmkRuya3vEz6fzgkAig,Batter Cookie Dough Counter,4.5,33.8584002,-84.3815769,Other,East Chastain Park
cOo7OHZinS8hn5P_-tFVKA,Ben Hill Grill,4.5,33.6907688,-84.5067339,Seafood,Ben Hill Acres
mAbeo_MHU7MF2kv7P0mxYQ,CO,4.0,33.772891,-84.351836,Vietnamese,Poncey-Highland
ycINAVUwLFnS5XCAXVglBQ,Prince Place Cigar Bar and Bistro,3.0,33.8209952884,-84.373230687,Other,Buckhead
